Date,Xmin,Ymin,Xmax,Ymax
2022-01-20,322.4598930481284,304.7633872976339,327.80748663101605,349.28393524283956
2022-01-21,329.14438502673806,316.90535491905393,334.49197860962573,349.28393524283956
2022-01-24,335.82887700534764,325.00000000000045,341.1764705882353,397.85180572851823
2022-01-25,342.5133689839573,365.4732254047326,347.860962566845,446.4196762141969
2022-01-26,349.1978609625669,308.8107098381074,354.54545454545456,401.8991282689917
2022-01-27,355.8823529411766,325.00000000000045,361.22994652406425,418.0884184308843
2022-01-28,362.56684491978615,252.14819427148223,367.9144385026738,405.94645080946475
2022-02-03,369.25133689839583,223.81693648816963,374.5989304812835,288.57409713574134
2022-02-04,375.9358288770054,203.58032378580356,381.2834224598931,288.57409713574134
2022-02-07,382.6203208556151,183.34371108343748,387.96791443850276,252.14819427148223
2022-02-08,389.30481283422466,167.15442092154444,394.65240641711233,223.81693648816963
2022-02-09,395.98930481283435,167.15442092154444,401.336898395722,195.48567870485704
2022-02-10,402.6737967914439,134.77584059775882,408.0213903743316,187.39103362391052
2022-02-11,409.3582887700536,138.82316313823185,414.7058823529413,187.39103362391052
2022-02-14,416.0427807486632,175.24906600249096,421.39037433155084,260.24283935242875
2022-02-15,422.72727272727286,183.34371108343748,428.07486631016053,223.81693648816963
2022-02-16,429.41176470588243,155.0124533001249,434.7593582887701,207.6276463262766
2022-02-17,436.0962566844921,122.63387297633881,441.4438502673798,183.34371108343748
2022-02-18,442.7807486631017,122.63387297633881,448.12834224598936,167.15442092154444
2022-02-21,449.4652406417114,122.63387297633881,454.81283422459904,171.20174346201793
2022-02-22,456.14973262032095,146.91780821917837,461.4973262032086,219.7696139476966
2022-02-23,462.83422459893063,134.77584059775882,468.1818181818183,179.296388542964
2022-02-24,469.5187165775402,159.05977584059792,474.8663101604279,215.7222914072231
2022-02-25,476.2032085561499,146.91780821917837,481.55080213903756,203.58032378580356
2022-02-28,482.88770053475946,98.3499377334997,488.23529411764713,159.05977584059792
2022-03-02,489.57219251336903,110.49190535491925,494.9197860962567,159.05977584059792
2022-03-03,496.2566844919787,94.30261519302621,501.6042780748664,118.58655043586577
2022-03-04,502.9411764705883,118.58655043586577,508.288770053476,171.20174346201793
2022-03-07,509.625668449198,175.24906600249096,514.9732620320857,260.24283935242875
2022-03-08,516.3101604278075,235.95890410958918,521.6577540106953,312.85803237858045
2022-03-10,522.9946524064171,235.95890410958918,528.3422459893048,284.52677459526785
2022-03-11,529.6791443850268,227.86425902864266,535.0267379679145,264.2901618929018
2022-03-14,536.3636363636364,231.91158156911615,541.7112299465241,284.52677459526785
2022-03-15,543.0481283422461,244.0535491905357,548.3957219251338,276.4321295143218
2022-03-16,549.7326203208556,211.67496886675008,555.0802139037434,284.52677459526785
2022-03-17,556.4171122994653,203.58032378580356,561.764705882353,248.1008717310092
2022-03-18,563.1016042780749,211.67496886675008,568.4491978609626,240.00622665006267
2022-03-21,569.7860962566846,203.58032378580356,575.1336898395723,260.24283935242875
2022-03-22,576.4705882352941,191.438356164384,581.8181818181819,240.00622665006267
2022-03-23,583.1550802139038,167.15442092154444,588.5026737967916,195.48567870485704
2022-03-24,589.8395721925135,175.24906600249096,595.1871657754012,227.86425902864266
2022-03-25,596.5240641711231,155.0124533001249,601.8716577540108,195.48567870485704
2022-03-28,603.2085561497328,167.15442092154444,608.5561497326205,219.7696139476966
2022-03-29,609.8930481283423,171.20174346201793,615.2406417112301,195.48567870485704
2022-03-30,616.577540106952,163.1070983810714,621.9251336898398,199.53300124533007
2022-03-31,623.2620320855616,155.0124533001249,628.6096256684493,183.34371108343748
2022-04-01,629.9465240641712,155.0124533001249,635.2941176470589,191.438356164384
2022-04-04,636.6310160427809,122.63387297633881,641.9786096256686,171.20174346201793
2022-04-05,643.3155080213904,122.63387297633881,648.6631016042782,150.9651307596514
2022-04-06,650.0000000000001,126.6811955168123,655.3475935828878,183.34371108343748
2022-04-07,656.6844919786097,57.87671232876755,662.0320855614974,155.0124533001249
2022-04-08,663.3689839572194,90.25529265255318,668.7165775401071,118.58655043586577
2022-04-11,670.0534759358289,65.97135740971407,675.4010695187167,138.82316313823185
2022-04-12,676.7379679144386,118.58655043586577,682.0855614973264,163.1070983810714
2022-04-13,683.4224598930482,86.20797011208015,688.7700534759359,138.82316313823185
2022-04-14,690.1069518716579,82.16064757160666,695.4545454545456,114.53922789539274
2022-04-15,696.7914438502675,90.25529265255318,702.1390374331552,126.6811955168123
2022-04-18,703.4759358288771,65.97135740971407,708.8235294117649,98.3499377334997
2022-04-19,710.1604278074867,57.87671232876755,715.5080213903744,86.20797011208015
2022-04-20,716.8449197860964,45.734744707347545,722.1925133689841,86.20797011208015
2022-04-21,723.529411764706,45.734744707347545,728.8770053475937,74.06600249066014
2022-04-22,730.2139037433157,37.64009962640148,735.5614973262034,86.20797011208015
2022-04-25,736.8983957219252,45.734744707347545,742.245989304813,102.39726027397273
2022-04-26,743.5828877005349,65.97135740971407,748.9304812834226,94.30261519302621
2022-04-27,750.2673796791445,122.63387297633881,755.6149732620322,163.1070983810714
2022-04-28,756.9518716577542,70.0186799501871,762.2994652406419,155.0124533001249
2022-04-29,763.6363636363637,29.54545454545496,768.9839572192515,86.20797011208015
2022-05-02,770.3208556149734,45.734744707347545,775.6684491978612,82.16064757160666
2022-05-03,777.005347593583,61.924034869240586,782.3529411764707,94.30261519302621
2022-05-04,783.6898395721927,82.16064757160666,789.0374331550804,118.58655043586577
2022-05-06,790.3743315508023,74.06600249066014,795.72192513369,130.72851805728533
2022-05-09,797.0588235294119,82.16064757160666,802.4064171122997,150.9651307596514
2022-05-10,803.7433155080215,106.44458281444622,809.0909090909092,195.48567870485704
2022-05-11,810.4278074866312,86.20797011208015,815.7754010695189,138.82316313823185
2022-05-12,817.1122994652408,102.39726027397273,822.4598930481285,150.9651307596514
2022-05-13,823.7967914438505,102.39726027397273,829.1443850267382,146.91780821917837
2022-05-16,830.48128342246,98.3499377334997,835.8288770053477,138.82316313823185
2022-05-17,837.1657754010696,126.6811955168123,842.5133689839573,195.48567870485704
2022-05-18,843.8502673796793,130.72851805728533,849.197860962567,199.53300124533007
2022-05-19,850.5347593582889,163.1070983810714,855.8823529411766,215.7222914072231
2022-05-20,857.2192513368985,102.39726027397273,862.5668449197863,199.53300124533007
2022-05-23,863.9037433155081,118.58655043586577,869.2513368983958,159.05977584059792
2022-05-24,870.5882352941178,155.0124533001249,875.9358288770055,199.53300124533007
2022-05-25,877.2727272727274,159.05977584059792,882.6203208556151,203.58032378580356
2022-05-26,883.957219251337,155.0124533001249,889.3048128342248,191.438356164384
2022-05-27,890.6417112299466,142.87048567870534,895.9893048128343,175.24906600249096
2022-05-30,897.3262032085563,106.44458281444622,902.673796791444,155.0124533001249
2022-05-31,904.0106951871659,82.16064757160666,909.3582887700536,142.87048567870534
2022-06-02,910.6951871657756,90.25529265255318,916.0427807486633,167.15442092154444
2022-06-03,917.3796791443851,82.16064757160666,922.7272727272729,138.82316313823185
2022-06-07,924.0641711229948,106.44458281444622,929.4117647058825,126.6811955168123
2022-06-08,930.7486631016044,86.20797011208015,936.0962566844921,130.72851805728533
2022-06-09,937.4331550802141,98.3499377334997,942.7807486631018,134.77584059775882
2022-06-10,944.1176470588236,126.6811955168123,949.4652406417114,191.438356164384
2022-06-13,950.8021390374333,207.6276463262766,956.1497326203211,260.24283935242875
2022-06-14,957.4866310160429,219.7696139476966,962.8342245989306,288.57409713574134
2022-06-15,964.1711229946526,227.86425902864266,969.5187165775403,272.3848069738483
2022-06-16,970.8556149732622,223.81693648816963,976.2032085561499,264.2901618929018
2022-06-17,977.5401069518718,211.67496886675008,982.8877005347596,292.6214196762144
2022-06-20,984.2245989304814,231.91158156911615,989.5721925133691,288.57409713574134
2022-06-21,990.9090909090911,231.91158156911615,996.2566844919788,268.33748443337527
2022-06-22,997.5935828877007,244.0535491905357,1002.9411764705884,300.7160647571609
2022-06-23,1004.2780748663104,256.19551681195526,1009.6256684491981,325.00000000000045
2022-06-24,1010.9625668449199,252.14819427148223,1016.3101604278077,304.7633872976339
2022-06-27,1017.6470588235296,248.1008717310092,1022.9946524064173,296.66874221668786
2022-06-28,1024.3315508021392,223.81693648816963,1029.679144385027,284.52677459526785
2022-06-29,1031.0160427807489,235.95890410958918,1036.3636363636367,276.4321295143218
2022-06-30,1037.7005347593583,252.14819427148223,1043.0481283422462,280.4794520547948
2022-07-01,1044.385026737968,252.14819427148223,1049.7326203208559,312.85803237858045
2022-07-04,1051.0695187165777,244.0535491905357,1056.4171122994655,308.8107098381074
2022-07-05,1057.7540106951872,199.53300124533007,1063.101604278075,272.3848069738483
2022-07-06,1064.4385026737968,211.67496886675008,1069.7860962566847,300.7160647571609
2022-07-07,1071.1229946524065,284.52677459526785,1076.4705882352944,341.18929016189304
2022-07-08,1077.8074866310162,268.33748443337527,1083.155080213904,320.95267745952697
2022-07-11,1084.4919786096257,272.3848069738483,1089.8395721925135,312.85803237858045
2022-07-12,1091.1764705882354,300.7160647571609,1096.5240641711232,345.23661270236653
2022-07-13,1097.860962566845,264.2901618929018,1103.2085561497329,337.14196762142
2022-07-14,1104.5454545454545,252.14819427148223,1109.8930481283423,308.8107098381074
2022-07-15,1111.2299465240642,252.14819427148223,1116.577540106952,325.00000000000045
2022-07-18,1117.9144385026739,248.1008717310092,1123.2620320855617,288.57409713574134
2022-07-19,1124.5989304812836,284.52677459526785,1129.9465240641714,316.90535491905393
2022-07-20,1131.283422459893,284.52677459526785,1136.6310160427809,320.95267745952697
2022-07-21,1137.9679144385027,268.33748443337527,1143.3155080213905,308.8107098381074
2022-07-22,1144.6524064171124,260.24283935242875,1150.0000000000002,304.7633872976339
2022-07-25,1151.336898395722,244.0535491905357,1156.68449197861,288.57409713574134
2022-07-26,1158.0213903743315,223.81693648816963,1163.3689839572194,260.24283935242875
2022-07-27,1164.7058823529412,227.86425902864266,1170.053475935829,268.33748443337527
2022-07-28,1171.390374331551,227.86425902864266,1176.7379679144387,284.52677459526785
2022-07-29,1178.0748663101606,227.86425902864266,1183.4224598930484,252.14819427148223
2022-08-01,1184.75935828877,231.91158156911615,1190.1069518716579,276.4321295143218
2022-08-02,1191.4438502673797,244.0535491905357,1196.7914438502676,288.57409713574134
2022-08-03,1198.1283422459894,260.24283935242875,1203.4759358288773,276.4321295143218
2022-08-04,1204.812834224599,227.86425902864266,1210.160427807487,280.4794520547948
2022-08-05,1211.4973262032086,211.67496886675008,1216.8449197860964,252.14819427148223
2022-08-08,1218.1818181818182,219.7696139476966,1223.529411764706,260.24283935242875
2022-08-09,1224.866310160428,187.39103362391052,1230.2139037433158,244.0535491905357
2022-08-10,1231.5508021390376,183.34371108343748,1236.8983957219255,240.00622665006267
2022-08-11,1238.235294117647,211.67496886675008,1243.582887700535,240.00622665006267
2022-08-12,1244.9197860962568,207.6276463262766,1250.2673796791446,235.95890410958918
2022-08-16,1251.6042780748664,195.48567870485704,1256.9518716577543,227.86425902864266
2022-08-17,1258.2887700534761,183.34371108343748,1263.636363636364,223.81693648816963
2022-08-18,1264.9732620320856,207.6276463262766,1270.3208556149734,240.00622665006267
2022-08-19,1271.6577540106953,195.48567870485704,1277.005347593583,244.0535491905357
2022-08-22,1278.342245989305,223.81693648816963,1283.6898395721928,268.33748443337527
2022-08-23,1285.0267379679144,276.4321295143218,1290.3743315508023,329.0473225404735
2022-08-24,1291.711229946524,296.66874221668786,1297.058823529412,316.90535491905393
2022-08-25,1298.3957219251338,276.4321295143218,1303.7433155080216,296.66874221668786
2022-08-26,1305.0802139037435,284.52677459526785,1310.4278074866313,320.95267745952697
2022-08-29,1311.764705882353,304.7633872976339,1317.1122994652408,345.23661270236653
2022-08-30,1318.4491978609626,272.3848069738483,1323.7967914438505,341.18929016189304
2022-08-31,1325.1336898395723,252.14819427148223,1330.4812834224601,304.7633872976339
2022-09-01,1331.818181818182,252.14819427148223,1337.1657754010698,312.85803237858045
2022-09-02,1338.5026737967914,288.57409713574134,1343.8502673796793,329.0473225404735
2022-09-05,1345.1871657754011,329.0473225404735,1350.534759358289,357.3785803237861
2022-09-06,1351.8716577540108,316.90535491905393,1357.2192513368987,353.33125778331305
2022-09-07,1358.5561497326205,349.28393524283956,1363.9037433155083,414.04109589041127
2022-09-08,1365.24064171123,353.33125778331305,1370.5882352941178,405.94645080946475
2022-09-13,1371.9251336898396,304.7633872976339,1377.2727272727275,365.4732254047326
2022-09-14,1378.6096256684493,316.90535491905393,1383.9572192513372,393.8044831880452
2022-09-15,1385.294117647059,337.14196762142,1390.6417112299468,373.5678704856791
2022-09-16,1391.9786096256685,365.4732254047326,1397.3262032085563,389.7571606475717
2022-09-19,1398.6631016042782,353.33125778331305,1404.010695187166,405.94645080946475
2022-09-20,1405.3475935828878,329.0473225404735,1410.6951871657757,365.4732254047326
2022-09-21,1412.0320855614975,329.0473225404735,1417.3796791443854,365.4732254047326
2022-09-22,1418.716577540107,333.0946450809465,1424.0641711229948,385.7098381070987
2022-09-23,1425.4010695187167,345.23661270236653,1430.7486631016045,397.85180572851823
2022-09-26,1432.0855614973264,401.8991282689917,1437.4331550802142,470.70361145703646
2022-09-27,1438.770053475936,458.5616438356169,1444.1176470588239,507.1295143212956
2022-09-28,1445.4545454545455,458.5616438356169,1450.8021390374333,547.6027397260277
2022-09-29,1452.1390374331552,490.94022415940253,1457.486631016043,547.6027397260277
2022-09-30,1458.8235294117649,499.03486924034905,1464.1711229946527,571.8866749688668
2022-10-04,1465.5080213903746,474.7509339975095,1470.8556149732624,507.1295143212956
2022-10-05,1472.192513368984,458.5616438356169,1477.5401069518718,539.5080946450812
2022-10-06,1478.8770053475937,470.70361145703646,1484.2245989304815,567.8393524283938
2022-10-07,1485.5614973262034,466.65628891656297,1490.9090909090912,519.2714819427151
2022-10-11,1492.2459893048128,490.94022415940253,1497.5935828877007,620.4545454545455
2022-10-12,1498.9304812834225,519.2714819427151,1504.2780748663104,616.4072229140725
2022-10-13,1505.6149732620322,523.3188044831882,1510.96256684492,596.1706102117064
2022-10-14,1512.299465240642,426.1830635118308,1517.6470588235297,543.5554171855542
2022-10-17,1518.9839572192514,430.2303860523043,1524.3315508021392,486.89290161892905
2022-10-18,1525.668449197861,401.8991282689917,1531.0160427807489,446.4196762141969
2022-10-19,1532.3529411764707,377.61519302615216,1537.7005347593586,454.5143212951434
2022-10-20,1539.0374331550804,393.8044831880452,1544.3850267379682,446.4196762141969
2022-10-21,1545.7219251336899,405.94645080946475,1551.0695187165777,438.3250311332504
2022-10-24,1552.4064171122996,381.6625155666252,1557.7540106951874,442.37235367372386
2022-10-25,1559.0909090909092,414.04109589041127,1564.438502673797,446.4196762141969
2022-10-26,1565.775401069519,434.27770859277734,1571.1229946524068,494.98754669987557
2022-10-27,1572.4598930481284,426.1830635118308,1577.8074866310162,470.70361145703646
2022-10-28,1579.144385026738,381.6625155666252,1584.491978609626,454.5143212951434
2022-10-31,1585.8288770053477,377.61519302615216,1591.1764705882356,434.27770859277734
2022-11-01,1592.5133689839574,357.3785803237861,1597.8609625668453,426.1830635118308
2022-11-02,1599.197860962567,353.33125778331305,1604.5454545454547,385.7098381070987
2022-11-03,1605.8823529411766,357.3785803237861,1611.2299465240644,418.0884184308843
2022-11-04,1612.5668449197863,373.5678704856791,1617.914438502674,430.2303860523043
2022-11-07,1619.251336898396,320.95267745952697,1624.5989304812838,393.8044831880452
2022-11-08,1625.9358288770054,296.66874221668786,1631.2834224598932,361.4259028642591
2022-11-09,1632.620320855615,264.2901618929018,1637.967914438503,316.90535491905393
2022-11-10,1639.3048128342248,268.33748443337527,1644.6524064171126,320.95267745952697
2022-11-11,1645.9893048128345,244.0535491905357,1651.3368983957223,288.57409713574134
2022-11-14,1652.673796791444,248.1008717310092,1658.0213903743318,284.52677459526785
2022-11-15,1659.3582887700536,199.53300124533007,1664.7058823529414,284.52677459526785
2022-11-16,1666.0427807486633,203.58032378580356,1671.3903743315511,252.14819427148223
2022-11-17,1672.727272727273,211.67496886675008,1678.0748663101608,256.19551681195526
2022-11-18,1679.4117647058824,223.81693648816963,1684.7593582887703,244.0535491905357
2022-11-21,1686.0962566844921,227.86425902864266,1691.44385026738,280.4794520547948
2022-11-22,1692.7807486631018,256.19551681195526,1698.1283422459896,296.66874221668786
2022-11-23,1699.4652406417113,268.33748443337527,1704.812834224599,316.90535491905393
2022-11-24,1706.149732620321,248.1008717310092,1711.4973262032088,280.4794520547948
2022-11-25,1712.8342245989306,256.19551681195526,1718.1818181818185,280.4794520547948
